CONTINENT,LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Labour Productivity Value,Labour Compensation Value,Multifactor Productivity Value,G20 Country? Yes/No
Asia,JPN,TOT,IDX2010_1,A,1991,0.812190266,,90.863478,Yes
Asia,JPN,TOT,IDX2010_1,A,1992,0.810233382,,90.504294,Yes
Asia,JPN,TOT,IDX2010_1,A,1993,0.809889193,,90.571884,Yes
Asia,JPN,TOT,IDX2010_1,A,1994,0.81641928,,90.594655,Yes
Asia,JPN,TOT,IDX2010_1,A,1995,0.838330151,101.432962,92.191939,Yes
Asia,JPN,TOT,IDX2010_1,A,1996,0.860465317,101.962509,93.392396,Yes
Asia,JPN,TOT,IDX2010_1,A,1997,0.860350926,105.568446,93.587509,Yes
Asia,JPN,TOT,IDX2010_1,A,1998,0.856246993,105.955039,92.959365,Yes
Asia,JPN,TOT,IDX2010_1,A,1999,0.860984746,106.783787,93.666643,Yes
Asia,JPN,TOT,IDX2010_1,A,2000,0.887113522,106.185793,95.297601,Yes
Asia,JPN,TOT,IDX2010_1,A,2001,0.895395034,105.543716,95.438418,Yes
Asia,JPN,TOT,IDX2010_1,A,2002,0.907944308,103.295575,96.038219,Yes
Asia,JPN,TOT,IDX2010_1,A,2003,0.923911424,101.913772,96.831978,Yes
Asia,JPN,TOT,IDX2010_1,A,2004,0.942416044,101.460938,98.475341,Yes
Asia,JPN,TOT,IDX2010_1,A,2005,0.953952593,102.432743,99.444024,Yes
Asia,JPN,TOT,IDX2010_1,A,2006,0.962514346,101.295347,99.478147,Yes
Asia,JPN,TOT,IDX2010_1,A,2007,0.97255082,100.747782,100.00101,Yes
Asia,JPN,TOT,IDX2010_1,A,2008,0.964667033,101.949978,99.164212,Yes
Asia,JPN,TOT,IDX2010_1,A,2009,0.926081925,101.278611,96.626396,Yes
Asia,JPN,TOT,IDX2010_1,A,2010,0.967479687,100,100,Yes
Asia,JPN,TOT,IDX2010_1,A,2011,0.967156182,100.671358,100.14155,Yes
Asia,JPN,TOT,IDX2010_1,A,2012,0.983791755,99.693215,101.20414,Yes
Asia,JPN,TOT,IDX2010_1,A,2013,0.99601518,100.388248,103.14742,Yes
Asia,JPN,TOT,IDX2010_1,A,2014,0.992673552,101.531919,103.163886,Yes
Asia,JPN,TOT,IDX2010_1,A,2015,1,102.463048,104.450099,Yes
Asia,JPN,TOT,IDX2010_1,A,2016,0.996222717,104.245105,104.829083,Yes
Asia,JPN,TOT,IDX2010_1,A,2017,1.005240121,,,Yes
Asia,JPN,TOT,IDX2010_1,A,2018,0.992940669,,,Yes
Asia,JPN,TOT,IDX2010_1,A,2019,0.993232643,,,Yes
Asia,JPN,TOT,IDX2010_1,A,2020,0.998884618,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1970,0.125483469,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1971,0.134017406,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1972,0.137609928,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1973,0.149883772,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1974,0.157182864,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1975,0.165627579,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1976,0.176466798,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1977,0.191947099,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1978,0.203116265,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1979,0.217554493,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1980,0.212587202,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1981,0.222327575,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1982,0.234743717,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1983,0.263519327,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1984,0.292571241,,,Yes
Asia,KOR,TOT,IDX2010_1,A,1985,0.303852002,,40.28614,Yes
Asia,KOR,TOT,IDX2010_1,A,1986,0.326295536,,42.144332,Yes
Asia,KOR,TOT,IDX2010_1,A,1987,0.347924515,,44.52074,Yes
Asia,KOR,TOT,IDX2010_1,A,1988,0.377457405,,47.801905,Yes
Asia,KOR,TOT,IDX2010_1,A,1989,0.388094277,,49.585199,Yes
Asia,KOR,TOT,IDX2010_1,A,1990,0.413799322,,52.385919,Yes
Asia,KOR,TOT,IDX2010_1,A,1991,0.443452115,,55.042487,Yes
Asia,KOR,TOT,IDX2010_1,A,1992,0.46185955,27.049155,56.389287,Yes
Asia,KOR,TOT,IDX2010_1,A,1993,0.487676715,30.651032,57.894149,Yes
Asia,KOR,TOT,IDX2010_1,A,1994,0.515974406,34.555926,60.158742,Yes
Asia,KOR,TOT,IDX2010_1,A,1995,0.549612579,39.686526,62.424878,Yes
Asia,KOR,TOT,IDX2010_1,A,1996,0.578838092,44.790224,64.4121,Yes
Asia,KOR,TOT,IDX2010_1,A,1997,0.602620254,47.753354,66.774064,Yes
Asia,KOR,TOT,IDX2010_1,A,1998,0.606282254,51.415192,67.084616,Yes
Asia,KOR,TOT,IDX2010_1,A,1999,0.663028303,52.126151,71.937098,Yes
Asia,KOR,TOT,IDX2010_1,A,2000,0.692747334,53.787614,73.798689,Yes
Asia,KOR,TOT,IDX2010_1,A,2001,0.709988376,58.087909,74.82849,Yes
Asia,KOR,TOT,IDX2010_1,A,2002,0.742303893,62.589134,78.246905,Yes
Asia,KOR,TOT,IDX2010_1,A,2003,0.765276185,68.757364,80.118038,Yes
Asia,KOR,TOT,IDX2010_1,A,2004,0.787086079,72.294828,82.417357,Yes
Asia,KOR,TOT,IDX2010_1,A,2005,0.807606267,77.615366,84.660283,Yes
Asia,KOR,TOT,IDX2010_1,A,2006,0.838590159,81.072449,87.12891,Yes
Asia,KOR,TOT,IDX2010_1,A,2007,0.873733419,86.87083,90.859985,Yes
Asia,KOR,TOT,IDX2010_1,A,2008,0.892963529,92.658297,94.363051,Yes
Asia,KOR,TOT,IDX2010_1,A,2009,0.902051112,94.441114,95.787813,Yes
Asia,KOR,TOT,IDX2010_1,A,2010,0.94790897,100,100,Yes
Asia,KOR,TOT,IDX2010_1,A,2011,0.966031701,109.297938,101.630583,Yes
Asia,KOR,TOT,IDX2010_1,A,2012,0.970626226,108.727536,101.795151,Yes
Asia,KOR,TOT,IDX2010_1,A,2013,0.974350528,115.833038,102.682827,Yes
Asia,KOR,TOT,IDX2010_1,A,2014,0.98343964,115.739092,103.908752,Yes
Asia,KOR,TOT,IDX2010_1,A,2015,1,110.98584,104.075169,Yes
Asia,KOR,TOT,IDX2010_1,A,2016,1.020354733,,105.599241,Yes
Asia,KOR,TOT,IDX2010_1,A,2017,1.039199928,,108.184616,Yes
Asia,KOR,TOT,IDX2010_1,A,2018,1.063174128,,,Yes
Asia,KOR,TOT,IDX2010_1,A,2019,1.082251889,,,Yes
Asia,KOR,TOT,IDX2010_1,A,2020,1.10198422,,,Yes
Europe,LUX,TOT,IDX2010_1,A,1985,0.722997184,,,No
Europe,LUX,TOT,IDX2010_1,A,1986,0.776856392,,,No
Europe,LUX,TOT,IDX2010_1,A,1987,0.786097785,,,No
Europe,LUX,TOT,IDX2010_1,A,1988,0.827708266,,,No
Europe,LUX,TOT,IDX2010_1,A,1989,0.878597959,,,No
Europe,LUX,TOT,IDX2010_1,A,1990,0.887951349,,,No
Europe,LUX,TOT,IDX2010_1,A,1991,0.927717235,,,No
Europe,LUX,TOT,IDX2010_1,A,1992,0.919221195,,,No
Europe,LUX,TOT,IDX2010_1,A,1993,0.94098105,,,No
Europe,LUX,TOT,IDX2010_1,A,1994,0.951360975,,,No
Europe,LUX,TOT,IDX2010_1,A,1995,0.939933408,60.331308,,No
Europe,LUX,TOT,IDX2010_1,A,1996,0.928164869,61.751046,96.205879,No
Europe,LUX,TOT,IDX2010_1,A,1997,0.949975748,62.936217,97.951368,No
Europe,LUX,TOT,IDX2010_1,A,1998,0.965833071,63.827935,99.33128,No
Europe,LUX,TOT,IDX2010_1,A,1999,0.999565344,66.706799,102.079652,No
Europe,LUX,TOT,IDX2010_1,A,2000,1.025724931,69.968851,103.952935,No
Europe,LUX,TOT,IDX2010_1,A,2001,0.994622901,72.969043,101.253759,No
Europe,LUX,TOT,IDX2010_1,A,2002,1.003632757,76.025601,101.913444,No
Europe,LUX,TOT,IDX2010_1,A,2003,1.002589097,77.211657,101.179871,No
Europe,LUX,TOT,IDX2010_1,A,2004,1.015937541,80.266681,101.911955,No
Europe,LUX,TOT,IDX2010_1,A,2005,1.019586309,84.42582,103.491536,No
Europe,LUX,TOT,IDX2010_1,A,2006,1.032450149,87.987753,104.875026,No
Europe,LUX,TOT,IDX2010_1,A,2007,1.070928693,91.008871,107.895915,No
Europe,LUX,TOT,IDX2010_1,A,2008,1.009787713,93.539887,101.268025,No
Europe,LUX,TOT,IDX2010_1,A,2009,0.955794644,98.287634,97.672166,No
Europe,LUX,TOT,IDX2010_1,A,2010,0.983670735,100,100,No
Europe,LUX,TOT,IDX2010_1,A,2011,0.979786195,101.99031,99.244875,No
Europe,LUX,TOT,IDX2010_1,A,2012,0.953172973,104.373259,96.085432,No
Europe,LUX,TOT,IDX2010_1,A,2013,0.970377184,107.333536,97.246905,No
Europe,LUX,TOT,IDX2010_1,A,2014,0.986915369,110.989539,97.892429,No
Europe,LUX,TOT,IDX2010_1,A,2015,1,112.198854,98.346322,No
Europe,LUX,TOT,IDX2010_1,A,2016,0.994120384,113.3558,97.485123,No
Europe,LUX,TOT,IDX2010_1,A,2017,0.975985878,117.825316,95.78599,No
Europe,LUX,TOT,IDX2010_1,A,2018,0.965263476,120.370189,,No
Europe,LUX,TOT,IDX2010_1,A,2019,0.951562896,,,No
Europe,LUX,TOT,IDX2010_1,A,2020,0.944376272,,,No
South America,MEX,TOT,IDX2010_1,A,1995,0.968889778,24.369058,,Yes
South America,MEX,TOT,IDX2010_1,A,1996,0.991094757,30.103578,,Yes
South America,MEX,TOT,IDX2010_1,A,1997,1.003690048,36.32695,,Yes
South America,MEX,TOT,IDX2010_1,A,1998,1.028713194,45.076713,,Yes
South America,MEX,TOT,IDX2010_1,A,1999,1.044895199,52.458829,,Yes
South America,MEX,TOT,IDX2010_1,A,2000,1.069849911,62.572497,,Yes
South America,MEX,TOT,IDX2010_1,A,2001,1.065646248,69.788178,,Yes
South America,MEX,TOT,IDX2010_1,A,2002,1.040957168,71.319513,,Yes
South America,MEX,TOT,IDX2010_1,A,2003,1.047584393,77.398451,,Yes
South America,MEX,TOT,IDX2010_1,A,2004,1.049756176,80.623993,,Yes
South America,MEX,TOT,IDX2010_1,A,2005,1.06970825,82.713366,,Yes
South America,MEX,TOT,IDX2010_1,A,2006,1.009171893,88.267407,,Yes
South America,MEX,TOT,IDX2010_1,A,2007,1.015207859,93.654527,,Yes
South America,MEX,TOT,IDX2010_1,A,2008,1.001362326,96.144808,,Yes
South America,MEX,TOT,IDX2010_1,A,2009,0.961371244,104.619829,,Yes
South America,MEX,TOT,IDX2010_1,A,2010,0.934001882,100,,Yes
South America,MEX,TOT,IDX2010_1,A,2011,0.962214933,106.0852,,Yes
South America,MEX,TOT,IDX2010_1,A,2012,0.952010814,110.537167,,Yes
South America,MEX,TOT,IDX2010_1,A,2013,0.961652174,113.680206,,Yes
South America,MEX,TOT,IDX2010_1,A,2014,0.990250635,,,Yes
South America,MEX,TOT,IDX2010_1,A,2015,1,,,Yes
South America,MEX,TOT,IDX2010_1,A,2016,1.007207689,,,Yes
South America,MEX,TOT,IDX2010_1,A,2017,1.016089525,,,Yes
South America,MEX,TOT,IDX2010_1,A,2018,1.009581468,,,Yes
South America,MEX,TOT,IDX2010_1,A,2019,1.009398309,,,Yes
South America,MEX,TOT,IDX2010_1,A,2020,1.010047769,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1969,0.538052678,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1970,0.553763051,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1971,0.574311372,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1972,0.612323243,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1973,0.639536306,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1974,0.664538352,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1975,0.67446272,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1976,0.707824058,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1977,0.716412594,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1978,0.719579054,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1979,0.705917876,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1980,0.706628452,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1981,0.725442132,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1982,0.755509466,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1983,0.794983,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1984,0.806273573,,,Yes
Europe,NLD,TOT,IDX2010_1,A,1985,0.792473814,,83.743213,Yes
Europe,NLD,TOT,IDX2010_1,A,1986,0.774801115,,84.391247,Yes
Europe,NLD,TOT,IDX2010_1,A,1987,0.755488648,,84.803814,Yes
Europe,NLD,TOT,IDX2010_1,A,1988,0.763387519,,85.936318,Yes
Europe,NLD,TOT,IDX2010_1,A,1989,0.77709413,,87.328125,Yes
Europe,NLD,TOT,IDX2010_1,A,1990,0.785753946,,88.270035,Yes
Europe,NLD,TOT,IDX2010_1,A,1991,0.78991856,,88.700682,Yes
Europe,NLD,TOT,IDX2010_1,A,1992,0.791806029,,88.26042,Yes
Europe,NLD,TOT,IDX2010_1,A,1993,0.799270622,,88.939472,Yes
Europe,NLD,TOT,IDX2010_1,A,1994,0.818127271,,90.245755,Yes
Europe,NLD,TOT,IDX2010_1,A,1995,0.82594007,62.463511,89.50265,Yes
Europe,NLD,TOT,IDX2010_1,A,1996,0.835438282,63.030451,89.894121,Yes
Europe,NLD,TOT,IDX2010_1,A,1997,0.847382814,64.937783,91.555501,Yes
Europe,NLD,TOT,IDX2010_1,A,1998,0.865047613,67.442185,93.226774,Yes
Europe,NLD,TOT,IDX2010_1,A,1999,0.882938712,70.265265,94.662099,Yes
Europe,NLD,TOT,IDX2010_1,A,2000,0.90362795,74.943321,96.774491,Yes
Europe,NLD,TOT,IDX2010_1,A,2001,0.906491504,77.375718,97.0973,Yes
Europe,NLD,TOT,IDX2010_1,A,2002,0.901731375,81.383027,97.016515,Yes
Europe,NLD,TOT,IDX2010_1,A,2003,0.909155217,84.353394,97.430087,Yes
Europe,NLD,TOT,IDX2010_1,A,2004,0.935482467,85.810803,98.591621,Yes
Europe,NLD,TOT,IDX2010_1,A,2005,0.948417361,87.983917,100.181242,Yes
Europe,NLD,TOT,IDX2010_1,A,2006,0.962163738,89.736299,101.34945,Yes
Europe,NLD,TOT,IDX2010_1,A,2007,0.970045871,92.502576,101.631732,Yes
Europe,NLD,TOT,IDX2010_1,A,2008,0.975395545,96.047645,101.777223,Yes
Europe,NLD,TOT,IDX2010_1,A,2009,0.947439619,99.079608,98.563851,Yes
Europe,NLD,TOT,IDX2010_1,A,2010,0.966196043,100,100,Yes
Europe,NLD,TOT,IDX2010_1,A,2011,0.973072635,101.753639,100.396966,Yes
Europe,NLD,TOT,IDX2010_1,A,2012,0.964892982,104.509555,99.604758,Yes
Europe,NLD,TOT,IDX2010_1,A,2013,0.974871706,106.044001,99.556448,Yes
Europe,NLD,TOT,IDX2010_1,A,2014,0.990037045,107.042075,100.172883,Yes
Europe,NLD,TOT,IDX2010_1,A,2015,1,107.200946,99.935624,Yes
Europe,NLD,TOT,IDX2010_1,A,2016,1.010458036,108.125063,100.285624,Yes
Europe,NLD,TOT,IDX2010_1,A,2017,1.017996921,109.601078,101.289115,Yes
Europe,NLD,TOT,IDX2010_1,A,2018,1.019051882,111.987659,,Yes
Europe,NLD,TOT,IDX2010_1,A,2019,1.017780041,,,Yes
Europe,NLD,TOT,IDX2010_1,A,2020,1.024602441,,,Yes
Australia,NZL,TOT,IDX2010_1,A,1960,0.589621164,,,No
Australia,NZL,TOT,IDX2010_1,A,1961,0.602068233,,,No
Australia,NZL,TOT,IDX2010_1,A,1962,0.606189928,,,No
Australia,NZL,TOT,IDX2010_1,A,1963,0.620097745,,,No
Australia,NZL,TOT,IDX2010_1,A,1964,0.627244022,,,No
Australia,NZL,TOT,IDX2010_1,A,1965,0.644703523,,,No
Australia,NZL,TOT,IDX2010_1,A,1966,0.672873891,,,No
Australia,NZL,TOT,IDX2010_1,A,1967,0.635259157,,,No
Australia,NZL,TOT,IDX2010_1,A,1968,0.627185728,,,No
Australia,NZL,TOT,IDX2010_1,A,1969,0.654554651,,,No
Australia,NZL,TOT,IDX2010_1,A,1970,0.656391473,,,No
Australia,NZL,TOT,IDX2010_1,A,1971,0.666227936,,,No
Australia,NZL,TOT,IDX2010_1,A,1972,0.669662684,,,No
Australia,NZL,TOT,IDX2010_1,A,1973,0.70599102,,,No
Australia,NZL,TOT,IDX2010_1,A,1974,0.752522271,,,No
Australia,NZL,TOT,IDX2010_1,A,1975,0.701589443,,,No
Australia,NZL,TOT,IDX2010_1,A,1976,0.712193797,,,No
Australia,NZL,TOT,IDX2010_1,A,1977,0.692080855,,,No
Australia,NZL,TOT,IDX2010_1,A,1978,0.651597279,,,No
Australia,NZL,TOT,IDX2010_1,A,1979,0.652524361,,,No
Australia,NZL,TOT,IDX2010_1,A,1980,0.655587459,,,No
Australia,NZL,TOT,IDX2010_1,A,1981,0.681214716,,,No
Australia,NZL,TOT,IDX2010_1,A,1982,0.698146134,,,No
Australia,NZL,TOT,IDX2010_1,A,1983,0.71304996,,,No
Australia,NZL,TOT,IDX2010_1,A,1984,0.753277038,,,No
Australia,NZL,TOT,IDX2010_1,A,1985,0.739502206,,,No
Australia,NZL,TOT,IDX2010_1,A,1986,0.746929553,,,No
Australia,NZL,TOT,IDX2010_1,A,1987,0.749786056,,86.083198,No
Australia,NZL,TOT,IDX2010_1,A,1988,0.795136715,,88.658784,No
Australia,NZL,TOT,IDX2010_1,A,1989,0.754292226,,90.110163,No
Australia,NZL,TOT,IDX2010_1,A,1990,0.779373711,54.632009,91.317897,No
Australia,NZL,TOT,IDX2010_1,A,1991,0.754217687,53.795625,89.335424,No
Australia,NZL,TOT,IDX2010_1,A,1992,0.782252739,56.618343,91.55492,No
Australia,NZL,TOT,IDX2010_1,A,1993,0.812640273,57.110611,94.247706,No
Australia,NZL,TOT,IDX2010_1,A,1994,0.824352429,58.566971,94.943591,No
Australia,NZL,TOT,IDX2010_1,A,1995,0.828071955,59.601235,95.736325,No
Australia,NZL,TOT,IDX2010_1,A,1996,0.83051082,61.456016,95.772828,No
Australia,NZL,TOT,IDX2010_1,A,1997,0.854147959,63.704404,97.680787,No
Australia,NZL,TOT,IDX2010_1,A,1998,0.839476568,63.364906,95.741225,No
Australia,NZL,TOT,IDX2010_1,A,1999,0.850158127,62.487392,96.636631,No
Australia,NZL,TOT,IDX2010_1,A,2000,0.886817709,64.701271,98.102812,No
Australia,NZL,TOT,IDX2010_1,A,2001,0.88322605,67.704468,99.036877,No
Australia,NZL,TOT,IDX2010_1,A,2002,0.901077081,70.30838,100.562824,No
Australia,NZL,TOT,IDX2010_1,A,2003,0.917304138,73.456303,101.584414,No
Australia,NZL,TOT,IDX2010_1,A,2004,0.927507876,76.310149,100.522756,No
Australia,NZL,TOT,IDX2010_1,A,2005,0.912048479,80.059869,99.569474,No
Australia,NZL,TOT,IDX2010_1,A,2006,0.916630021,84.113277,99.849549,No
Australia,NZL,TOT,IDX2010_1,A,2007,0.942892919,90.828183,102.192352,No
Australia,NZL,TOT,IDX2010_1,A,2008,0.916781215,93.977216,98.112804,No
Australia,NZL,TOT,IDX2010_1,A,2009,0.938204941,98.511401,101.431693,No
Australia,NZL,TOT,IDX2010_1,A,2010,0.952066472,100,100,No
Australia,NZL,TOT,IDX2010_1,A,2011,0.955407908,103.341462,101.116448,No
Australia,NZL,TOT,IDX2010_1,A,2012,0.982513497,107.07677,103.4112,No
Australia,NZL,TOT,IDX2010_1,A,2013,0.985206779,105.543011,101.484205,No
Australia,NZL,TOT,IDX2010_1,A,2014,0.982522817,106.761303,101.041814,No
Australia,NZL,TOT,IDX2010_1,A,2015,1,110.521603,103.218708,No
Australia,NZL,TOT,IDX2010_1,A,2016,1.005618579,116.501614,102.558172,No
Australia,NZL,TOT,IDX2010_1,A,2017,0.984709256,,100.728234,No
Australia,NZL,TOT,IDX2010_1,A,2018,0.988404773,,,No
Australia,NZL,TOT,IDX2010_1,A,2019,1.006552343,,,No
Australia,NZL,TOT,IDX2010_1,A,2020,1.02060851,,,No
Europe,NOR,TOT,IDX2010_1,A,1970,0.453389206,5.412809,,No
Europe,NOR,TOT,IDX2010_1,A,1971,0.472507124,6.263673,,No
Europe,NOR,TOT,IDX2010_1,A,1972,0.490872293,7.018634,,No
Europe,NOR,TOT,IDX2010_1,A,1973,0.508623249,7.900363,,No
Europe,NOR,TOT,IDX2010_1,A,1974,0.522866475,9.037174,,No
Europe,NOR,TOT,IDX2010_1,A,1975,0.541125977,10.604082,,No
Europe,NOR,TOT,IDX2010_1,A,1976,0.554217306,12.241716,,No
Europe,NOR,TOT,IDX2010_1,A,1977,0.562100349,13.759887,,No
Europe,NOR,TOT,IDX2010_1,A,1978,0.571526516,15.18461,,No
Europe,NOR,TOT,IDX2010_1,A,1979,0.588176019,15.810491,,No
Europe,NOR,TOT,IDX2010_1,A,1980,0.60007991,17.289841,,No
Europe,NOR,TOT,IDX2010_1,A,1981,0.601770873,19.393819,,No
Europe,NOR,TOT,IDX2010_1,A,1982,0.603156195,21.720458,,No
Europe,NOR,TOT,IDX2010_1,A,1983,0.628715909,23.601768,,No
Europe,NOR,TOT,IDX2010_1,A,1984,0.661913286,25.61917,,No
Europe,NOR,TOT,IDX2010_1,A,1985,0.680133465,27.623698,,No
Europe,NOR,TOT,IDX2010_1,A,1986,0.685326604,30.151458,,No
Europe,NOR,TOT,IDX2010_1,A,1987,0.683333884,33.679393,,No
Europe,NOR,TOT,IDX2010_1,A,1988,0.68456346,35.909262,,No
Europe,NOR,TOT,IDX2010_1,A,1989,0.711742657,37.482067,,No
Europe,NOR,TOT,IDX2010_1,A,1990,0.731465423,39.272072,81.677648,No
Europe,NOR,TOT,IDX2010_1,A,1991,0.760956562,41.373888,84.582286,No
Europe,NOR,TOT,IDX2010_1,A,1992,0.789902662,42.661202,87.240235,No
Europe,NOR,TOT,IDX2010_1,A,1993,0.808317978,43.331935,89.274515,No
Europe,NOR,TOT,IDX2010_1,A,1994,0.837690618,44.73822,92.702107,No
Europe,NOR,TOT,IDX2010_1,A,1995,0.854240326,46.815383,95.548845,No
Europe,NOR,TOT,IDX2010_1,A,1996,0.879434283,49.030368,98.518552,No
Europe,NOR,TOT,IDX2010_1,A,1997,0.899537226,51.594468,100.754973,No
Europe,NOR,TOT,IDX2010_1,A,1998,0.899110625,55.242903,100.190728,No
Europe,NOR,TOT,IDX2010_1,A,1999,0.908822354,58.248871,100.3394,No
Europe,NOR,TOT,IDX2010_1,A,2000,0.932614725,61.786047,102.828256,No
Europe,NOR,TOT,IDX2010_1,A,2001,0.948750192,66.45616,104.828711,No
Europe,NOR,TOT,IDX2010_1,A,2002,0.958684088,70.034422,105.722813,No
Europe,NOR,TOT,IDX2010_1,A,2003,0.978981334,73.548056,107.278273,No
Europe,NOR,TOT,IDX2010_1,A,2004,1.01147659,75.479908,108.755225,No
Europe,NOR,TOT,IDX2010_1,A,2005,1.024576509,78.6786,109.192997,No
Europe,NOR,TOT,IDX2010_1,A,2006,1.014678406,83.12866,107.919699,No
Europe,NOR,TOT,IDX2010_1,A,2007,1.003493564,87.739778,105.794893,No
Europe,NOR,TOT,IDX2010_1,A,2008,0.976608329,92.918083,101.890065,No
Europe,NOR,TOT,IDX2010_1,A,2009,0.964516264,97.444549,100.399469,No
Europe,NOR,TOT,IDX2010_1,A,2010,0.976246104,100,100,No
Europe,NOR,TOT,IDX2010_1,A,2011,0.971305571,104.265909,98.819809,No
Europe,NOR,TOT,IDX2010_1,A,2012,0.97748426,109.176354,99.322208,No
Europe,NOR,TOT,IDX2010_1,A,2013,0.977353748,114.783319,99.221814,No
Europe,NOR,TOT,IDX2010_1,A,2014,0.984715427,118.219103,99.443427,No
Europe,NOR,TOT,IDX2010_1,A,2015,1,121.272085,100.42477,No
Europe,NOR,TOT,IDX2010_1,A,2016,1.010041994,122.627644,100.567888,No
Europe,NOR,TOT,IDX2010_1,A,2017,1.019159454,126.235111,,No
Europe,NOR,TOT,IDX2010_1,A,2018,1.017587183,130.130895,,No
Europe,NOR,TOT,IDX2010_1,A,2019,1.021330872,,,No
Europe,NOR,TOT,IDX2010_1,A,2020,1.03179302,,,No
Europe,POL,TOT,IDX2010_1,A,1995,0.505106174,28.195256,,No
Europe,POL,TOT,IDX2010_1,A,1996,0.530627993,35.877655,,No
Europe,POL,TOT,IDX2010_1,A,1997,0.559735457,43.244623,,No
Europe,POL,TOT,IDX2010_1,A,1998,0.580471553,49.241493,,No
Europe,POL,TOT,IDX2010_1,A,1999,0.631190093,56.256969,,No
Europe,POL,TOT,IDX2010_1,A,2000,0.669982918,62.162891,,No
Europe,POL,TOT,IDX2010_1,A,2001,0.693923796,68.291209,,No
Europe,POL,TOT,IDX2010_1,A,2002,0.725858708,70.439796,,No
Europe,POL,TOT,IDX2010_1,A,2003,0.760569943,71.625235,,No
Europe,POL,TOT,IDX2010_1,A,2004,0.789922924,73.293925,,No
Europe,POL,TOT,IDX2010_1,A,2005,0.800024855,74.968799,,No
Europe,POL,TOT,IDX2010_1,A,2006,0.822839276,76.567933,,No
Europe,POL,TOT,IDX2010_1,A,2007,0.843328022,81.001075,,No
Europe,POL,TOT,IDX2010_1,A,2008,0.847174749,88.254641,,No
Europe,POL,TOT,IDX2010_1,A,2009,0.868295862,91.818175,,No
Europe,POL,TOT,IDX2010_1,A,2010,0.895143888,100,,No
Europe,POL,TOT,IDX2010_1,A,2011,0.934764962,105.733152,,No
Europe,POL,TOT,IDX2010_1,A,2012,0.948714874,110.035075,,No
Europe,POL,TOT,IDX2010_1,A,2013,0.962610426,112.176147,,No
Europe,POL,TOT,IDX2010_1,A,2014,0.977661059,114.27224,,No
Europe,POL,TOT,IDX2010_1,A,2015,1,115.75485,,No
Europe,POL,TOT,IDX2010_1,A,2016,1.02232321,121.045334,,No
Europe,POL,TOT,IDX2010_1,A,2017,1.057314644,129.748886,,No
Europe,POL,TOT,IDX2010_1,A,2018,1.107560764,,,No
Europe,POL,TOT,IDX2010_1,A,2019,1.155644063,,,No
Europe,POL,TOT,IDX2010_1,A,2020,1.192973905,,,No
Europe,PRT,TOT,IDX2010_1,A,1960,0.250198422,,,No
Europe,PRT,TOT,IDX2010_1,A,1961,0.26360373,,,No
Europe,PRT,TOT,IDX2010_1,A,1962,0.281941385,,,No
Europe,PRT,TOT,IDX2010_1,A,1963,0.299509579,,,No
Europe,PRT,TOT,IDX2010_1,A,1964,0.320092165,,,No
Europe,PRT,TOT,IDX2010_1,A,1965,0.345035702,,,No
Europe,PRT,TOT,IDX2010_1,A,1966,0.360898496,,,No
Europe,PRT,TOT,IDX2010_1,A,1967,0.390525239,,,No
Europe,PRT,TOT,IDX2010_1,A,1968,0.42783111,,,No
Europe,PRT,TOT,IDX2010_1,A,1969,0.439638931,,,No
Europe,PRT,TOT,IDX2010_1,A,1970,0.464974058,,,No
Europe,PRT,TOT,IDX2010_1,A,1971,0.487092316,,,No
Europe,PRT,TOT,IDX2010_1,A,1972,0.528795299,,,No
Europe,PRT,TOT,IDX2010_1,A,1973,0.592527047,,,No
Europe,PRT,TOT,IDX2010_1,A,1974,0.559787615,,,No
